排名,name,adname,type,rating,cost,性价比
53,HELLO COFFEE·咖啡,上城区,餐饮服务;咖啡厅;咖啡厅,4.7,45,1.2276
54,山野饭堂.融合家常菜(滨江店),滨江区,餐饮服务;中餐厅;四川菜(川菜),4.7,47,1.2141
55,颖姐鲜烫牛肉汤(旭辉春江悦茗店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,47,1.2141
56,盐蘸牛肉,上城区,餐饮服务;中餐厅;中餐厅,4.7,49,1.2014
57,芳芳跷脚牛肉 (高沙店),钱塘区,餐饮服务;中餐厅;中餐厅,4.7,50,1.1954
58,孔岳冒菜(临平店),临平区,餐饮服务;中餐厅;中餐厅,4.7,50,1.1954
59,小湘村湘菜(滨兴小区东区店),滨江区,餐饮服务;中餐厅;湖南菜(湘菜),4.7,50,1.1954
60,大嘴巴湘菜馆·干煸小龙虾(奥体店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.7,50,1.1954
61,面屋目一,滨江区,餐饮服务;中餐厅;中餐厅,4.7,50,1.1954
62,DaP,上城区,餐饮服务;咖啡厅;咖啡厅,4.7,51,1.1895
63,蓝瓶咖啡(杭州万象城店),上城区,餐饮服务;咖啡厅;咖啡厅,4.7,52,1.1838
64,荆九爷爆炒桥头三嫩(滨江滨悦城店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,55,1.1676
65,荆九爷爆炒桥头三嫩(新天地店),拱墅区,餐饮服务;中餐厅;中餐厅,4.7,55,1.1676
66,小菜园新徽菜(杭州东站万象汇店),上城区,餐饮服务;中餐厅;中餐厅,4.7,55,1.1676
67,一席地·本地鸡窝(金田店),西湖区,餐饮服务;中餐厅;火锅店,4.7,55,1.1676
68,東家猪杂粥覓味馆·干蒸菜(杭州萧杭人家店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,56,1.1625
69,马丫东北饭儿(未来科技城店),余杭区,餐饮服务;中餐厅;中餐厅,4.7,56,1.1625
70,西湖D11,拱墅区,餐饮服务;中餐厅;综合酒楼,4.7,56,1.1625
71,荆九爷爆炒桥头三嫩(下沙店),钱塘区,餐饮服务;中餐厅;中餐厅,4.7,57,1.1575
72,湘约屋坎上·土家民族菜·不改湘西味(三花国际总店),上城区,餐饮服务;中餐厅;湖南菜(湘菜),4.7,57,1.1575
73,大俺徽地锅鸡(御金台),萧山区,餐饮服务;中餐厅;中餐厅,4.7,57,1.1575
74,幸福年铁锅炖熏酱小酒馆(高沙店),钱塘区,餐饮服务;餐饮相关场所;餐饮相关,4.7,57,1.1575
75,23号墙门菜,拱墅区,餐饮服务;中餐厅;中餐厅,4.7,58,1.1527
76,孔岳冒菜(无忧店),萧山区,餐饮服务;餐饮相关场所;餐饮相关,4.7,58,1.1527
77,龍歌自助小火锅(银隆百货A座店),萧山区,餐饮服务;中餐厅;火锅店,4.7,58,1.1527
78,孔岳冒菜(彭埠店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.7,59,1.1479
79,山重浪重庆耙火锅(杭州萧山店),萧山区,餐饮服务;中餐厅;火锅店,4.7,59,1.1479
80,迎春·东北老菜儿(西湖店),西湖区,餐饮服务;中餐厅;中餐厅,4.7,59,1.1479
81,屠夫汉堡(中山北路店),拱墅区,餐饮服务;快餐厅;快餐厅,4.7,59,1.1479
82,签约·肆酒撸串·海鲜烧烤季·团建精酿酒馆(滨江店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,60,1.1433
83,137烧烤龙虾烤鱼.新疆羊肉串(南大街店),临平区,餐饮服务;中餐厅;特色/地方风味餐厅,4.7,60,1.1433
84,老嘎达东北菜(原东北菜馆高沙店),钱塘区,餐饮服务;中餐厅;东北菜,4.7,61,1.1388
85,大俺徽地锅鸡(太平门直街),上城区,餐饮服务;中餐厅;中餐厅,4.7,62,1.1344
86,杨光姐?东北老家(西湖文化广场店),拱墅区,餐饮服务;中餐厅;中餐厅,4.7,62,1.1344
87,荆九爷爆炒桥头三嫩(西溪留下店),西湖区,餐饮服务;中餐厅;中餐厅,4.7,63,1.1301
88,大俺徽柴火鸡·地锅鸡(皓月路店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,63,1.1301
89,夏大厨铁锅炖·东北菜·烧烤(钱江世纪城店),萧山区,餐饮服务;中餐厅;东北菜,4.7,63,1.1301
90,马丫东北饭儿(金昌路店),余杭区,餐饮服务;中餐厅;东北菜,4.7,64,1.1259
91,哈尔滨东北家常菜美玲家,钱塘区,餐饮服务;中餐厅;中餐厅,4.7,64,1.1259
92,禧满牛贵州黄牛肉馆.干锅火锅(金田店),西湖区,餐饮服务;中餐厅;火锅店,4.7,64,1.1259
93,Shake Shack(杭州万象城店),上城区,餐饮服务;快餐厅;快餐厅,4.7,65,1.1218
94,烤匠麻辣烤鱼(星光大道店),滨江区,餐饮服务;中餐厅;特色/地方风味餐厅,4.7,65,1.1218
95,烤匠麻辣烤鱼(杭州远洋乐堤港店),拱墅区,餐饮服务;中餐厅;特色/地方风味餐厅,4.7,65,1.1218
96,老六小炒肉(滨江银泰店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,65,1.1218
97,赵府私厨·老杭帮菜(河坊街店),上城区,餐饮服务;中餐厅;中餐厅,4.7,66,1.1178
98,广源东北菜(文创大厦店),钱塘区,餐饮服务;中餐厅;东北菜,4.7,66,1.1178
99,老地方川菜(元成东盛家园店),钱塘区,餐饮服务;中餐厅;四川菜(川菜),4.7,67,1.1139
100,幺妹鱼庄(明星路店),萧山区,餐饮服务;中餐厅;海鲜酒楼,4.7,67,1.1139
101,何小姐鲜牛肉火锅(通惠中路店),萧山区,购物服务;服装鞋帽皮具店;服装鞋帽皮具店|餐饮服务;餐饮相关场所;餐饮相关,4.7,67,1.1139
102,四季大树底衢州菜(四季青店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.7,68,1.11
103,東大方(杭州奥体中心店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,68,1.11
104,東大方(杭州金沙湖店),钱塘区,餐饮服务;餐饮相关场所;餐饮相关,4.7,68,1.11
105,東大方(杭州延安路店),拱墅区,餐饮服务;中餐厅;中餐厅,4.7,68,1.11
106,一席地·本地鸡窝(邮电路店),上城区,餐饮服务;中餐厅;火锅店,4.7,68,1.11
107,東大方(杭州西城新座店),西湖区,餐饮服务;中餐厅;浙江菜,4.7,68,1.11
108,東大方(华瑞汇金中心店),萧山区,餐饮服务;中餐厅;浙江菜,4.7,68,1.11
109,東大方(临平东湖路店),临平区,餐饮服务;餐饮相关场所;餐饮相关,4.7,68,1.11
110,東大方(杭州紫金梦想店),西湖区,餐饮服务;中餐厅;中餐厅,4.7,68,1.11
111,東大方(杭州世纪城开元店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,68,1.11
112,川霸川菜,钱塘区,餐饮服务;中餐厅;四川菜(川菜)|餐饮服务;中餐厅;火锅店,4.7,68,1.11
113,朱欢喜老火锅(高沙店),钱塘区,餐饮服务;中餐厅;火锅店,4.7,68,1.11
114,十昌老火锅,萧山区,餐饮服务;中餐厅;火锅店,4.7,68,1.11
115,锅美丽水煮鱼(龙湖杭州滨江天街店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,68,1.11
116,湘辣湘食·湘菜馆(市心北路店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.7,68,1.11
117,徽姐姐徽菜·臭鳜鱼(海蓝·天行国际店),拱墅区,餐饮服务;中餐厅;安徽菜(徽菜),4.7,68,1.11
118,忆味东北美食体验基地,临平区,餐饮服务;中餐厅;中餐厅,4.7,68,1.11
119,小牛滚滚贵州黄牛肉火锅(萧山博地中心店),萧山区,餐饮服务;中餐厅;火锅店,4.7,68,1.11
120,星期八咖啡馆·日咖夜酒(之江店),上城区,餐饮服务;咖啡厅;咖啡厅|生活服务;生活服务场所;生活服务场所,4.7,68,1.11
121,东北杨光?碳烤鲜牛肉(天虹店),上城区,餐饮服务;中餐厅;中餐厅,4.7,69,1.1063
122,川味泡菜馆(黄姑山路店),西湖区,餐饮服务;中餐厅;四川菜(川菜),4.7,69,1.1063
123,小湘厨滨康店,滨江区,餐饮服务;中餐厅;中餐厅,4.7,69,1.1063
124,郭包又东北菜(北软中天园店),拱墅区,餐饮服务;中餐厅;东北菜,4.7,69,1.1063
125,野火烧烤·东北菜,上城区,餐饮服务;中餐厅;中餐厅,4.7,69,1.1063
126,穆羊客清真火锅烤肉一体,上城区,餐饮服务;中餐厅;清真菜馆,4.7,69,1.1063
127,渝妹重庆火锅,余杭区,餐饮服务;中餐厅;火锅店,4.7,70,1.1026
128,piccolo披萨店,上城区,餐饮服务;快餐厅;快餐厅,4.7,70,1.1026
129,衢八鲜?开化山水菜,上城区,餐饮服务;中餐厅;浙江菜,4.7,71,1.099
130,柴米夫妻四川自贡盐帮菜(新塘店),上城区,餐饮服务;中餐厅;四川菜(川菜),4.7,71,1.099
131,857铁锅炖 东北饭儿,上城区,餐饮服务;中餐厅;中餐厅,4.7,71,1.099
132,郭包又东北菜(西兴店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,71,1.099
133,锦遇·唐风宋韵灶台鱼里·正宗淳牌鱼,淳安县,餐饮服务;中餐厅;中餐厅,4.7,71,1.099
134,小树林老成都火锅串串香·盖碗茶(宠物友好店),滨江区,餐饮服务;中餐厅;火锅店,4.7,72,1.0955
135,正哥点心专家(国大广场店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.7,72,1.0955
136,东北一锅香(丰谭路城西店),西湖区,餐饮服务;中餐厅;东北菜,4.7,72,1.0955
137,幸会东北烤肉,滨江区,餐饮服务;中餐厅;中餐厅,4.7,72,1.0955
138,马丫·东北饭儿(中豪江河时代店),上城区,餐饮服务;中餐厅;中餐厅,4.7,73,1.092
139,川婆婆酸菜鱼(市心中路店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,73,1.092
140,大俺徽地锅鸡(转塘象山国际店),西湖区,餐饮服务;中餐厅;中餐厅,4.7,73,1.092
141,tea'stone喝好茶的店(杭州万象城店),上城区,餐饮服务;冷饮店;冷饮店,4.7,73,1.092
142,西北羊肉馆羊蝎子火锅烧烤(万邦大楼店),上城区,餐饮服务;中餐厅;火锅店|餐饮服务;中餐厅;西北菜,4.7,74,1.0886
143,贰姐川菜,西湖区,餐饮服务;餐饮相关场所;餐饮相关,4.7,74,1.0886
144,晚酒·阿英川菜馆(奥体金帝店),萧山区,餐饮服务;中餐厅;四川菜(川菜),4.7,74,1.0886
145,大俺徽地锅鸡(绿都百瑞店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,74,1.0886
146,凯旋烧烤(凯旋路),上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.7,74,1.0886
147,江南宴宴会中心,临平区,餐饮服务;中餐厅;中餐厅,4.7,74,1.0886
148,碳二鹤岗小串(景芳店),上城区,餐饮服务;中餐厅;中餐厅,4.7,75,1.0853
149,周姐焦烤鸡架·东北烧烤夜宵(朝龙汇店),萧山区,餐饮服务;餐饮相关场所;餐饮相关,4.7,75,1.0853
150,桐湾大院·桐庐菜·夜宵烧烤(滨康路店),萧山区,餐饮服务;餐饮相关场所;餐饮相关,4.7,75,1.0853
151,石灰石烧鸡公(嘉里中心店),拱墅区,餐饮服务;中餐厅;中餐厅,4.7,75,1.0853
152,垚合牛府黄牛肉火锅(合生国贸中心店),西湖区,餐饮服务;中餐厅;火锅店,4.7,75,1.0853
153,郭淑芬鲜切牛肉自助老火锅(钱江世纪城店),萧山区,餐饮服务;中餐厅;火锅店,4.7,75,1.0853
154,洪星渔庄·临平菜(星万里店),临平区,餐饮服务;中餐厅;浙江菜,4.7,75,1.0853
155,東大方(杭州潮王路店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.7,76,1.082
156,摆笼酸菜鱼庄·精品川菜(拱秀路店),萧山区,餐饮服务;中餐厅;四川菜(川菜),4.7,76,1.082
157,马丫东北饭儿(江南大道店),滨江区,餐饮服务;中餐厅;东北菜,4.7,76,1.082
158,兴玉·东北烧烤火锅(新塘店),上城区,餐饮服务;中餐厅;东北菜|餐饮服务;中餐厅;火锅店,4.7,77,1.0788
159,费大厨辣椒炒肉(西溪天街店),西湖区,餐饮服务;中餐厅;中餐厅,4.7,77,1.0788
160,小牛滚滚贵州黄牛肉火锅(通策广场店),滨江区,餐饮服务;中餐厅;火锅店,4.7,77,1.0788
161,王道小乐惠,滨江区,餐饮服务;中餐厅;中餐厅,4.7,78,1.0757
162,城子岭铁锅炖,萧山区,餐饮服务;中餐厅;中餐厅,4.7,78,1.0757
163,小牛滚滚贵州黄牛肉火锅(国芳天街店),上城区,餐饮服务;中餐厅;火锅店,4.7,78,1.0757
164,开化食府(新塘路店)(暂停营业),上城区,餐饮服务;中餐厅;中餐厅,4.7,79,1.0726
165,玖十八烤鱼酒馆·龙虾·烧烤(芳塘店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.7,79,1.0726
166,四灶儿·地道杭帮菜(西湖景区·吴山广场店),上城区,餐饮服务;中餐厅;中餐厅,4.7,79,1.0726
167,四灶儿·地道杭帮菜(和平德信店),拱墅区,餐饮服务;中餐厅;中餐厅,4.7,79,1.0726
168,蔡奋斗·老火锅(杭州首店),上城区,餐饮服务;中餐厅;火锅店,4.7,79,1.0726
169,幺妹鱼庄(元成时代广场店),钱塘区,餐饮服务;中餐厅;四川菜(川菜),4.7,79,1.0726
170,躲姨家火锅,滨江区,餐饮服务;中餐厅;火锅店,4.7,80,1.0695
171,摆笼酸菜鱼庄·精品川菜(荣星名座店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,80,1.0695
172,川味观(凤起店),拱墅区,餐饮服务;中餐厅;火锅店|餐饮服务;中餐厅;四川菜(川菜),4.7,80,1.0695
173,巴渝川菜(秋涛路店),上城区,餐饮服务;中餐厅;中餐厅,4.7,80,1.0695
174,付小姐在成都(滨江店),滨江区,餐饮服务;中餐厅;火锅店,4.7,80,1.0695
175,吃饭皇帝大·土家民族菜(龙湖天街店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,80,1.0695
176,吃饭皇帝大·土家民族菜(城西银泰城店),拱墅区,餐饮服务;中餐厅;湖南菜(湘菜),4.7,80,1.0695
177,吃饭皇帝大·土家民族菜(龙湖下沙天街店),钱塘区,餐饮服务;中餐厅;中餐厅,4.7,80,1.0695
178,吃饭皇帝大·土家民族菜(西溪印象城A座店),余杭区,餐饮服务;中餐厅;中餐厅,4.7,80,1.0695
179,兴玉东北烧烤东北菜(新时代陶瓷店),西湖区,餐饮服务;中餐厅;东北菜,4.7,80,1.0695
180,宽马记·热鲜牛肉海鲜火锅(余杭店),余杭区,餐饮服务;餐饮相关场所;餐饮相关,4.7,80,1.0695
181,小满烧鸟·居酒屋(杭州之翼店),上城区,餐饮服务;外国餐厅;日本料理,4.7,80,1.0695
182,火柚星球·农场餐厅,西湖区,餐饮服务;外国餐厅;西餐厅(综合风味),4.7,80,1.0695
183,带你去趟佳木斯·非遗烧烤(杭州首店),萧山区,餐饮服务;中餐厅;特色/地方风味餐厅,4.7,81,1.0666
184,永梅衢州菜(刀茅巷店),拱墅区,餐饮服务;中餐厅;中餐厅,4.7,81,1.0666
185,大陈小院,西湖区,餐饮服务;中餐厅;中餐厅|体育休闲服务;体育休闲服务场所;体育休闲服务场所,4.7,81,1.0666
186,舒家大院老火锅(杭州市滨江区宝龙城店),滨江区,餐饮服务;中餐厅;火锅店,4.7,81,1.0666
187,张功馆·地道桐庐菜(钱潮店),上城区,餐饮服务;中餐厅;中餐厅,4.7,82,1.0636
188,旷野听风不想上班(奥体店),萧山区,餐饮服务;餐饮相关场所;餐饮相关,4.7,82,1.0636
189,陈记饭店(八卦新村店),上城区,餐饮服务;中餐厅;浙江菜,4.7,82,1.0636
190,府上家宴·百年浙菜(美上店),西湖区,餐饮服务;中餐厅;中餐厅,4.7,82,1.0636
191,晚酒·阿英川菜馆(一店),拱墅区,餐饮服务;中餐厅;四川菜(川菜),4.7,82,1.0636
192,宴三衢·初味·衢州菜(西湖店),西湖区,餐饮服务;中餐厅;中餐厅,4.7,82,1.0636
193,小牛家村·贵州黄牛肉火锅(梦想小镇店),余杭区,餐饮服务;中餐厅;火锅店,4.7,82,1.0636
194,玖十八烤鱼酒馆·龙虾·烧烤(奥莱金街店),西湖区,餐饮服务;中餐厅;中餐厅,4.7,82,1.0636
195,成都遇见你·串串吧(萧山店),萧山区,餐饮服务;中餐厅;火锅店,4.7,83,1.0608
196,赵九记呱呱老火锅(EFC欧美广场店),余杭区,餐饮服务;中餐厅;火锅店,4.7,83,1.0608
197,马丫东北饭儿(滨江文苑大厦店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,83,1.0608
198,小杨小黄鱼烧烤.龙虾(中赢康康谷店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,83,1.0608
199,广东脆皮鸡煲(滨盛路店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,84,1.0579
200,吃饭皇帝大·土家民族菜(印力汇德隆杭州奥体印象城店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜)|餐饮服务;冷饮店;冷饮店,4.7,84,1.0579
201,潘家东北烧烤火锅,拱墅区,餐饮服务;中餐厅;火锅店,4.7,84,1.0579
202,寿司郎(萧山万象汇店),萧山区,餐饮服务;外国餐厅;日本料理,4.7,84,1.0579
203,NDORA恩哚啦西餐厅,萧山区,餐饮服务;外国餐厅;外国餐厅,4.7,84,1.0579
204,陈先进鱼馆(凤起店),上城区,餐饮服务;中餐厅;中餐厅,4.7,86,1.0524
205,白乐天毛肚火锅店,萧山区,餐饮服务;中餐厅;火锅店,4.7,86,1.0524
206,点都德(杭州中心店),拱墅区,餐饮服务;中餐厅;广东菜(粤菜),4.7,86,1.0524
207,点都德(滨江银泰店),滨江区,餐饮服务;快餐厅;快餐厅,4.7,86,1.0524
208,点都德(城西银泰城店),拱墅区,餐饮服务;快餐厅;快餐厅,4.7,86,1.0524
209,点都德(奥体印象城店),萧山区,餐饮服务;中餐厅;广东菜(粤菜),4.7,86,1.0524
210,四灶儿·地道杭帮菜(望江店),上城区,餐饮服务;中餐厅;中餐厅,4.7,87,1.0497
211,山城兄弟·重庆江湖菜·黑金店,拱墅区,购物服务;购物相关场所;购物相关场所|餐饮服务;餐饮相关场所;餐饮相关,4.7,87,1.0497
212,虾儿清清小龙虾烧烤(星澜里店),滨江区,餐饮服务;中餐厅;特色/地方风味餐厅,4.7,87,1.0497
213,赵姑娘海鲜大排档·梭子蟹·烧烤(杭州总店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,87,1.0497
214,长风源·寻衢味(20年老店),上城区,餐饮服务;中餐厅;海鲜酒楼,4.7,88,1.0471
215,新周记·巷子里的江南味(金龙财富店),拱墅区,餐饮服务;中餐厅;中餐厅,4.7,88,1.0471
216,自贡盐帮菜,拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.7,88,1.0471
217,点都德(杭州湖滨in77店),上城区,餐饮服务;中餐厅;广东菜(粤菜),4.7,88,1.0471
218,大鱼徽州·皖南家宴(东站德信店),上城区,餐饮服务;中餐厅;安徽菜(徽菜),4.7,88,1.0471
219,卢家·皖掌柜(杭州首店),拱墅区,餐饮服务;中餐厅;安徽菜(徽菜),4.7,88,1.0471
220,大鱼徽州·皖南家宴(星光总店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,88,1.0471
221,大塘集美蛙鱼头·冷锅鱼(钱江世纪城店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,89,1.0445
222,刘老根·东北烧烤酒场(子夜广场店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,89,1.0445
223,戒指龙虾(余杭店),余杭区,餐饮服务;餐饮相关场所;餐饮相关,4.7,89,1.0445
224,潮来福潮汕牛肉店(元华旺座中心店),上城区,餐饮服务;中餐厅;潮州菜,4.7,90,1.0419
225,张功馆·地道桐庐菜(景芳店),上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.7,90,1.0419
226,风炉故事·遂昌山野土菜(凯旋路店),上城区,餐饮服务;中餐厅;中餐厅,4.7,90,1.0419
227,风炉故事·遂昌山野土菜(杭州首店),上城区,餐饮服务;中餐厅;中餐厅,4.7,90,1.0419
228,杭州酒家(庆春路店),上城区,餐饮服务;中餐厅;中餐厅,4.7,90,1.0419
229,晚酒·阿英川菜馆(解百店),上城区,餐饮服务;中餐厅;四川菜(川菜),4.7,90,1.0419
230,齐庆·美蛙鱼头(EFC欧美广场店),余杭区,餐饮服务;中餐厅;火锅店,4.7,90,1.0419
231,赵美丽.重庆社区火锅(EFC欧美广场店),余杭区,餐饮服务;中餐厅;火锅店,4.7,90,1.0419
232,大川先生·龙虾·川菜(石灰坝店),拱墅区,餐饮服务;中餐厅;四川菜(川菜),4.7,90,1.0419
233,岳无鸡·鲜切广东脆皮鸡煲(中南未来里店),余杭区,餐饮服务;餐饮相关场所;餐饮相关,4.7,90,1.0419
234,十八道东北菜?芳达烧烤东北菜 (中赢康康谷店),滨江区,餐饮服务;中餐厅;东北菜,4.7,90,1.0419
235,叶老头碳炉草本鸡煲(杭州萧山店),萧山区,餐饮服务;餐饮相关场所;餐饮相关,4.7,90,1.0419
236,宽马记大排档·热鲜牛肉海鲜火锅(临安店),临安区,餐饮服务;中餐厅;火锅店,4.7,90,1.0419
237,RayPub暗光(中河店),上城区,体育休闲服务;娱乐场所;酒吧|餐饮服务;咖啡厅;咖啡厅,4.7,90,1.0419
238,滋味渊·匠心桐庐菜(景芳店),上城区,餐饮服务;中餐厅;浙江菜,4.7,91,1.0394
239,杭州宴·杭州菜(火车东站店),上城区,餐饮服务;中餐厅;中餐厅,4.7,91,1.0394
240,伊家鲜?宴请?小宴席(湖州街总店),拱墅区,餐饮服务;中餐厅;中餐厅,4.7,91,1.0394
