name,rating,cost,性价比,评分标准化,消费友好度,性价比标准化,综合得分
幸福年铁锅炖熏酱小酒馆(高沙店),4.7,57,1.157509165328124,0.909090909090909,0.9659400544959128,0.3437025866924049,75.37
叶老头碳炉草本鸡煲(杭州滨江店),4.8,86,1.0748093942976296,0.9545454545454544,0.9461852861035422,0.28977924343936395,75.3
CoCo都可(万象城美广店),4.2,12,1.6374592300553763,0.6818181818181819,0.9965940054495913,0.6566479765298656,75.3
宇宙治茶(景芳地铁店),4.2,12,1.6374592300553763,0.6818181818181819,0.9965940054495913,0.6566479765298656,75.3
麦当劳(碧桂园·深蓝国际店),4.5,28,1.3363839196801655,0.8181818181818181,0.9856948228882834,0.46033561551508256,75.27
老安徽砂锅(新民街店),4.5,28,1.3363839196801655,0.8181818181818181,0.9856948228882834,0.46033561551508256,75.27
Tims咖啡(501城市广场店),4.5,28,1.3363839196801655,0.8181818181818181,0.9856948228882834,0.46033561551508256,75.27
朝山茶食,4.5,28,1.3363839196801655,0.8181818181818181,0.9856948228882834,0.46033561551508256,75.27
麦当劳(杭州庆春路第二餐厅),4.5,28,1.3363839196801655,0.8181818181818181,0.9856948228882834,0.46033561551508256,75.27
麦当劳(杭州萧山京港国际店),4.5,28,1.3363839196801655,0.8181818181818181,0.9856948228882834,0.46033561551508256,75.27
麦当劳(朝晖餐厅),4.5,28,1.3363839196801655,0.8181818181818181,0.9856948228882834,0.46033561551508256,75.27
23号墙门菜,4.7,58,1.152656490506203,0.909090909090909,0.965258855585831,0.34053846124372195,75.26
孔岳冒菜(无忧店),4.7,58,1.152656490506203,0.909090909090909,0.965258855585831,0.34053846124372195,75.26
龍歌自助小火锅(银隆百货A座店),4.7,58,1.152656490506203,0.909090909090909,0.965258855585831,0.34053846124372195,75.26
超火锅(杭州萧山总店),4.9,130,1.0050875226487372,1.0000000000000002,0.9162125340599455,0.24431797588904197,75.23
黄龙海鲜大排档(三墩店),4.8,87,1.0720658728372654,0.9545454545454544,0.9455040871934605,0.2879903648537782,75.23
张十二非遗手工小吃(景芳店),4.6,40,1.2386995370961986,0.8636363636363635,0.9775204359673024,0.39664174518266887,75.2
天诚小吃(大学路),4.6,40,1.2386995370961986,0.8636363636363635,0.9775204359673024,0.39664174518266887,75.2
瑶姐·古法干蒸(转塘店),4.6,40,1.2386995370961986,0.8636363636363635,0.9775204359673024,0.39664174518266887,75.2
辽阜·艳姨蒸饺东北菜,4.6,40,1.2386995370961986,0.8636363636363635,0.9775204359673024,0.39664174518266887,75.2
孔岳冒菜(彭埠店),4.7,59,1.1479248823770698,0.909090909090909,0.9645776566757494,0.3374532758060012,75.15
山重浪重庆耙火锅(杭州萧山店),4.7,59,1.1479248823770698,0.909090909090909,0.9645776566757494,0.3374532758060012,75.15
迎春·东北老菜儿(西湖店),4.7,59,1.1479248823770698,0.909090909090909,0.9645776566757494,0.3374532758060012,75.15
屠夫汉堡(中山北路店),4.7,59,1.1479248823770698,0.909090909090909,0.9645776566757494,0.3374532758060012,75.15
金匠寿司(宝龙城店),4.8,89,1.06671178375589,0.9545454545454544,0.944141689373297,0.2844992985576465,75.09
肯德基(凤起路地铁店),4.4,21,1.423467993854159,0.7727272727272727,0.9904632152588556,0.5171176883678115,75.05
签约·肆酒撸串·海鲜烧烤季·团建精酿酒馆(滨江店),4.7,60,1.1433092221488437,0.909090909090909,0.9638964577656676,0.33444369273552005,75.04
137烧烤龙虾烤鱼.新疆羊肉串(南大街店),4.7,60,1.1433092221488437,0.909090909090909,0.9638964577656676,0.33444369273552005,75.04
麵匠·石山,4.6,41,1.2307133775276482,0.8636363636363635,0.9768392370572208,0.39143447050315733,75.03
宽马记大排档·热鲜牛肉海鲜火锅(杭州首店),4.8,90,1.0640987583553485,0.9545454545454544,0.9434604904632152,0.2827955082829388,75.02
环球渔市,4.8,90,1.0640987583553485,0.9545454545454544,0.9434604904632152,0.2827955082829388,75.02
云屉记东北蒸饺菜馆,4.5,29,1.3230634670784271,0.8181818181818181,0.9850136239782017,0.45165018230312676,74.99
M Stand(杭州大厦501城市广场POP UP店),4.5,29,1.3230634670784271,0.8181818181818181,0.9850136239782017,0.45165018230312676,74.99
麦当劳(杭州萧山平澜路餐厅),4.5,29,1.3230634670784271,0.8181818181818181,0.9850136239782017,0.45165018230312676,74.99
老嘎达东北菜(原东北菜馆高沙店),4.7,61,1.1388046914660013,0.909090909090909,0.9632152588555858,0.3315065702842958,74.93
喜村烧鸽子烧烤东北菜,4.6,42,1.2230138941043192,0.8636363636363635,0.976158038147139,0.38641411939052633,74.86
旺厨东北菜,4.6,42,1.2230138941043192,0.8636363636363635,0.976158038147139,0.38641411939052633,74.86
蜜雪冰城(悦玺店),4.0,8,1.8204784532536746,0.5909090909090908,0.9993188010899182,0.7759833540218743,74.85
中国凉都黄牛肉馆,4.8,93,1.0565019947047627,0.9545454545454544,0.94141689373297,0.27784213430332144,74.83
大俺徽地锅鸡(太平门直街),4.7,62,1.1344067500535928,0.909090909090909,0.9625340599455041,0.3286389480232787,74.83
杨光姐?东北老家(西湖文化广场店),4.7,62,1.1344067500535928,0.909090909090909,0.9625340599455041,0.3286389480232787,74.83
荆九爷爆炒桥头三嫩(西溪留下店),4.7,63,1.1301111153630214,0.909090909090909,0.9618528610354223,0.3258380335706385,74.73
大俺徽柴火鸡·地锅鸡(皓月路店),4.7,63,1.1301111153630214,0.909090909090909,0.9618528610354223,0.3258380335706385,74.73
夏大厨铁锅炖·东北菜·烧烤(钱江世纪城店),4.7,63,1.1301111153630214,0.909090909090909,0.9618528610354223,0.3258380335706385,74.73
云姐东北蒸饺菜馆,4.5,30,1.310430042989831,0.8181818181818181,0.9843324250681199,0.4434127173730315,74.73
星巴克咖啡(杭州优托邦时光1F2F),4.5,30,1.310430042989831,0.8181818181818181,0.9843324250681199,0.4434127173730315,74.73
星巴克(迪凯银座店),4.5,30,1.310430042989831,0.8181818181818181,0.9843324250681199,0.4434127173730315,74.73
星巴克臻选杭州万象城店,4.5,30,1.310430042989831,0.8181818181818181,0.9843324250681199,0.4434127173730315,74.73
星巴克臻选(庆春银泰百货店),4.5,30,1.310430042989831,0.8181818181818181,0.9843324250681199,0.4434127173730315,74.73
星巴克(中纺中心服装城店),4.5,30,1.310430042989831,0.8181818181818181,0.9843324250681199,0.4434127173730315,74.73
