排名,name,adname,type,rating,cost,性价比
1356,淳安县潮汕牛肉馆,淳安县,餐饮服务;中餐厅;中餐厅,4.5,91,0.9952
1357,四灶儿·地道杭帮菜(鼓楼二店),上城区,餐饮服务;中餐厅;中餐厅,4.5,92,0.9928
1358,西西梨Brunch&Lounge(杭州湖滨88店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.5,93,0.9905
1359,阿婆·给鸟烧鸟暖锅煎饺(文二菜市店),西湖区,餐饮服务;餐饮相关场所;餐饮相关,4.5,96,0.9837
1360,王市井龙虾·鲜货烧烤大排档(万塘汇店),西湖区,餐饮服务;中餐厅;海鲜酒楼,4.5,96,0.9837
1361,泷川本铺(工联cc店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.5,97,0.9815
1362,八合里潮汕鲜牛肉火锅(杭州湖滨in77E区店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.5,98,0.9793
1363,洞庭3000里·乡野湖南菜,上城区,餐饮服务;餐饮相关场所;餐饮相关,4.5,98,0.9793
1364,沈厨臭 鳜鱼·山野徽州土菜(阿里亲橙里店),余杭区,餐饮服务;中餐厅;中餐厅,4.5,98,0.9793
1365,新疆一只羊烧烤(景秋公寓店),上城区,餐饮服务;中餐厅;中餐厅,4.5,98,0.9793
1366,老四川平头酸菜鱼(衙前店),萧山区,餐饮服务;中餐厅;海鲜酒楼,4.5,99,0.9772
1367,Muen慕恩艺术.生日.聚会餐厅,拱墅区,餐饮服务;外国餐厅;西餐厅(综合风味),4.5,99,0.9772
1368,久旦·鲜串烧鸟(华家池店),上城区,餐饮服务;中餐厅;中餐厅,4.5,100,0.9751
1369,三两好友深夜食堂富阳店·小龙虾·焗海鲜·烤乳猪,富阳区,餐饮服务;中餐厅;中餐厅,4.5,100,0.9751
1370,今日川菜龙虾馆(贵创广场店),萧山区,餐饮服务;中餐厅;四川菜(川菜),4.5,102,0.9709
1371,重庆佬陈龙虾馆,萧山区,餐饮服务;中餐厅;海鲜酒楼,4.5,103,0.9689
1372,楼外楼(城市阳台店),上城区,餐饮服务;中餐厅;中餐厅,4.5,104,0.9669
1373,gege blue青田西餐大师(龙湖杭州金沙天街店),钱塘区,餐饮服务;外国餐厅;西餐厅(综合风味),4.5,104,0.9669
1374,炙烤拾光烧烤 烤鱼 小龙虾(西投云潮中心店),西湖区,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,105,0.965
1375,鳗本家鳗鱼饭·烧鸟(西湖店),上城区,餐饮服务;外国餐厅;日本料理,4.5,108,0.9592
1376,大郎烧烤海鲜大排档(凯旋路店),上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,109,0.9573
1377,晓叁月·生日下午茶约会·西餐融合菜,临平区,餐饮服务;餐饮相关场所;餐饮相关,4.5,109,0.9573
1378,兄弟龙虾(金家渡总店),余杭区,餐饮服务;中餐厅;海鲜酒楼,4.5,109,0.9573
1379,可爸海鲜小龙虾大闸蟹(萧山店No5),萧山区,餐饮服务;中餐厅;海鲜酒楼,4.5,109,0.9573
1380,快点小龙虾大闸蟹(信义坊店),拱墅区,餐饮服务;中餐厅;海鲜酒楼,4.5,110,0.9555
1381,喜禄顺德菜(西湖天地店),上城区,餐饮服务;中餐厅;中餐厅,4.5,111,0.9537
1382,永聚烤吧(太平门直街店),上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,111,0.9537
1383,鸟巢·烧鸟YaKiToRi炭火刺身小酒馆,滨江区,餐饮服务;外国餐厅;日本料理,4.5,113,0.9501
1384,醉盏堂烧烤海鲜小龙虾,余杭区,餐饮服务;中餐厅;中餐厅,4.5,114,0.9484
1385,望江门小龙虾(胜利河美食街店),拱墅区,餐饮服务;中餐厅;海鲜酒楼,4.5,115,0.9467
1386,怪圣龙虾(滨江总店曾用名怪怪龙虾),滨江区,餐饮服务;中餐厅;中餐厅,4.5,117,0.9433
1387,鸟剑居酒屋(五福天虹店),上城区,餐饮服务;外国餐厅;日本料理,4.5,118,0.9416
1388,喜禄顺德小馆(金沙天街店),钱塘区,餐饮服务;中餐厅;广东菜(粤菜),4.5,118,0.9416
1389,南马道斑鱼鲜火锅(杭州来福士中心店),上城区,餐饮服务;中餐厅;火锅店,4.5,120,0.9383
1390,厚贞日式烧肉(杭州来福士中心店),上城区,餐饮服务;外国餐厅;日本料理,4.5,123,0.9336
1391,LAURA BERGAMO罗拉意大利餐厅,上城区,餐饮服务;外国餐厅;西餐厅(综合风味),4.5,128,0.926
1392,永聚烤吧盱眙龙虾,上城区,餐饮服务;中餐厅;中餐厅,4.5,128,0.926
1393,七欣天(杭州庆春路越都荟店),上城区,餐饮服务;中餐厅;火锅店,4.5,129,0.9245
1394,叁念SANNIAN西餐厅(杭州临平inPARK店),临平区,餐饮服务;餐饮相关场所;餐饮相关,4.5,129,0.9245
1395,虾蟹工坊龙虾馆(阅城新座店),拱墅区,餐饮服务;中餐厅;海鲜酒楼|餐饮服务;中餐厅;特色/地方风味餐厅,4.5,130,0.923
1396,川味观Manana·川渝火锅(湖滨in77店),上城区,餐饮服务;中餐厅;火锅店,4.5,131,0.9216
1397,潮Marée·潮州菜(杭州万象城店),上城区,餐饮服务;中餐厅;中餐厅,4.5,137,0.9133
1398,一和幸寿喜烧(工联CC店),上城区,餐饮服务;外国餐厅;日本料理,4.5,142,0.9067
1399,黑柴山烤房,滨江区,餐饮服务;中餐厅;中餐厅,4.5,148,0.8993
1400,小南门阿坤龙虾馆(义蓬旗舰店),钱塘区,餐饮服务;中餐厅;海鲜酒楼,4.5,148,0.8993
1401,藏山海·炭火烧肉放题(来福士店),上城区,餐饮服务;中餐厅;中餐厅,4.5,195,0.8526
1402,黑牛的店(杭州万象城店),上城区,餐饮服务;外国餐厅;日本料理,4.5,253,0.8127
1403,东富酒家(黄龙店),西湖区,餐饮服务;中餐厅;中餐厅,4.5,489,0.7265
1404,蜜雪冰城(太平门直街店),上城区,餐饮服务;冷饮店;冷饮店,4.4,10,1.8349
1405,茶百道(四季青店),上城区,餐饮服务;冷饮店;冷饮店,4.4,14,1.6248
1406,好再来奶茶店(采荷街道青荷苑社区店),上城区,餐饮服务;冷饮店;冷饮店,4.4,14,1.6248
1407,茶百道(杭州萧山钱江大观店),萧山区,餐饮服务;休闲餐饮场所;休闲餐饮场所,4.4,14,1.6248
1408,古茗(杭州上城观音塘店),上城区,餐饮服务;冷饮店;冷饮店,4.4,15,1.587
1409,古茗(杭州太平门直街),上城区,餐饮服务;冷饮店;冷饮店,4.4,15,1.587
1410,新丰小吃(解放路分店),上城区,餐饮服务;中餐厅;中餐厅,4.4,17,1.5223
1411,阜阳格拉条卷馍(下沙店),钱塘区,餐饮服务;中餐厅;中餐厅,4.4,17,1.5223
1412,戈壁滩西域·清真烤肉餐厅(中盛府店),上城区,餐饮服务;中餐厅;清真菜馆,4.4,18,1.4943
1413,1点点(太平门直街店),上城区,餐饮服务;冷饮店;冷饮店,4.4,19,1.4688
1414,OONECCUP(庆春银泰店),上城区,餐饮服务;冷饮店;冷饮店,4.4,19,1.4688
1415,1点点(建国中路店),上城区,餐饮服务;冷饮店;冷饮店,4.4,19,1.4688
1416,小禾山·大碗饭(科技园店),钱塘区,餐饮服务;餐饮相关场所;餐饮相关,4.4,20,1.4452
1417,肯德基(天城国际店),上城区,餐饮服务;快餐厅;肯德基,4.4,20,1.4452
1418,肯德基(凤起路地铁店),拱墅区,餐饮服务;快餐厅;肯德基,4.4,21,1.4235
1419,喜茶(杭州天虹店)(暂停营业),上城区,餐饮服务;冷饮店;冷饮店,4.4,22,1.4033
1420,老乡鸡(杭州萧山联合中心店),萧山区,餐饮服务;快餐厅;快餐厅,4.4,22,1.4033
1421,麦当劳(杭州滨江儿保),滨江区,餐饮服务;快餐厅;快餐厅,4.4,22,1.4033
1422,麦当劳(庆春路餐厅),上城区,餐饮服务;快餐厅;麦当劳,4.4,23,1.3845
1423,麦当劳(四季青中国服装第一街店),上城区,餐饮服务;快餐厅;麦当劳,4.4,24,1.3669
1424,麦当劳(涌金餐厅),上城区,餐饮服务;快餐厅;麦当劳,4.4,24,1.3669
1425,麦当劳(地铁沈塘桥A口餐厅),拱墅区,餐饮服务;快餐厅;麦当劳,4.4,25,1.3505
1426,麦当劳(杭州滨江星光大道二期),滨江区,餐饮服务;快餐厅;麦当劳,4.4,26,1.335
1427,麦当劳(国大城市广场店),拱墅区,餐饮服务;快餐厅;麦当劳,4.4,26,1.335
1428,麦当劳(华都大厦店),上城区,餐饮服务;快餐厅;麦当劳,4.4,27,1.3204
1429,汉堡王(杭州延安路中信),上城区,餐饮服务;快餐厅;快餐厅,4.4,27,1.3204
1430,汉堡王(杭州港龙城购物中心),上城区,餐饮服务;快餐厅;快餐厅,4.4,27,1.3204
1431,肯德基(杭州滨江宝龙店),滨江区,餐饮服务;快餐厅;肯德基,4.4,28,1.3067
1432,肯德基(杭州来福士店),上城区,餐饮服务;快餐厅;肯德基,4.4,29,1.2937
1433,OT另茶(杭州万象城店),上城区,餐饮服务;休闲餐饮场所;休闲餐饮场所,4.4,29,1.2937
1434,麦当劳(杭州拱墅区茶叶大厦餐厅),拱墅区,餐饮服务;快餐厅;麦当劳,4.4,29,1.2937
1435,星巴克(杭州市民中心店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.4,30,1.2813
1436,星巴克咖啡(杭州万象城2F店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.4,30,1.2813
1437,星巴克(钱江国际时代广场店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.4,30,1.2813
1438,麦当劳(杭州世贸丽晶城餐厅),西湖区,餐饮服务;快餐厅;快餐厅,4.4,30,1.2813
1439,麦当劳(杭州麦当劳江干区尊宝大厦餐厅),上城区,餐饮服务;快餐厅;麦当劳,4.4,31,1.2696
1440,M Stand (杭州平安悦坊店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.4,31,1.2696
1441,JKTAO咖啡,上城区,餐饮服务;咖啡厅;咖啡厅,4.4,31,1.2696
1442,肯德基(杭州东站万象汇店),上城区,餐饮服务;快餐厅;肯德基,4.4,32,1.2584
1443,麦当劳(杭州黄龙世纪广场餐厅),西湖区,餐饮服务;快餐厅;麦当劳,4.4,32,1.2584
1444,海丰西餐社,上城区,餐饮服务;外国餐厅;外国餐厅,4.4,33,1.2477
1445,兰湘子·湘菜小炒(杭州西溪龙湖天街店),西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.4,34,1.2376
1446,邵医咖啡(杭州江干区),上城区,餐饮服务;咖啡厅;咖啡厅,4.4,34,1.2376
1447,徽府地锅鸡(临浦店),萧山区,餐饮服务;中餐厅;安徽菜(徽菜),4.4,35,1.2278
1448,肯德基(西湖文化广场店),拱墅区,餐饮服务;快餐厅;肯德基,4.4,35,1.2278
1449,肯德基(杭州万象店),拱墅区,餐饮服务;快餐厅;肯德基,4.4,36,1.2185
1450,元气考拉·湖南小炒(滨江宝龙城店),滨江区,餐饮服务;中餐厅;中餐厅,4.4,37,1.2096
1451,麦当劳(工联大厦店)餐厅,上城区,餐饮服务;快餐厅;麦当劳,4.4,37,1.2096
1452,麦当劳(华侨饭店店),上城区,餐饮服务;快餐厅;麦当劳,4.4,37,1.2096
1453,兰湘子·湘菜小炒(杭州钱塘永旺梦乐城店),钱塘区,餐饮服务;中餐厅;湖南菜(湘菜),4.4,38,1.201
1454,Peet's皮爷咖啡(杭州来福士店),上城区,餐饮服务;咖啡厅;咖啡厅,4.4,39,1.1928
1455,Peet's皮爷咖啡(杭州大厦501店),上城区,餐饮服务;咖啡厅;咖啡厅,4.4,39,1.1928
1456,兰湘子·湘菜小炒(杭州下沙龙湖天街店),钱塘区,餐饮服务;中餐厅;湖南菜(湘菜),4.4,41,1.1772
1457,老阚东北铁锅炖锅包肉(西湖银泰百货店),上城区,餐饮服务;中餐厅;中餐厅,4.4,41,1.1772
1458,肯德基(庆春银泰店),上城区,餐饮服务;快餐厅;肯德基,4.4,43,1.1627
1459,东北烧烤,上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,44,1.1559
1460,皖豫土菜馆,余杭区,餐饮服务;中餐厅;中餐厅,4.4,46,1.1428
1461,兰湘子·湘菜小炒(杭州工联CC店),上城区,餐饮服务;中餐厅;中餐厅,4.4,47,1.1366
1462,徽州人家(振兴路店),富阳区,餐饮服务;餐饮相关场所;餐饮相关,4.4,48,1.1306
1463,萨莉亚意式餐厅(城西银泰城店),拱墅区,餐饮服务;外国餐厅;日本料理,4.4,48,1.1306
1464,安徽农家地锅鸡(星桥店),临平区,餐饮服务;中餐厅;中餐厅,4.4,50,1.1191
1465,锋味龙虾,上城区,餐饮服务;中餐厅;海鲜酒楼,4.4,52,1.1082
1466,兰湘子·湘菜小炒(杭州亚奥万象天地店),萧山区,餐饮服务;中餐厅;中餐厅,4.4,54,1.098
1467,徽州土菜馆,余杭区,餐饮服务;中餐厅;中餐厅,4.4,54,1.098
1468,正月初二·哈尔滨铁锅炖(金沙印象城店),钱塘区,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,54,1.098
1469,必胜客(彭埠港龙城店),上城区,餐饮服务;快餐厅;必胜客,4.4,54,1.098
1470,聚缘私房菜(千岛湖高铁站店),淳安县,餐饮服务;中餐厅;湖南菜(湘菜),4.4,55,1.0931
1471,小菜园新徽菜(杭州拱墅中大银泰店),拱墅区,餐饮服务;中餐厅;安徽菜(徽菜),4.4,55,1.0931
1472,小菜园新徽菜(杭州余杭良渚永旺店),余杭区,餐饮服务;中餐厅;中餐厅,4.4,55,1.0931
1473,小菜园新徽菜(杭州萧山开元广场店),萧山区,餐饮服务;中餐厅;中餐厅,4.4,55,1.0931
1474,小菜园新徽菜(杭州萧山奥体印象城店),萧山区,餐饮服务;中餐厅;安徽菜(徽菜),4.4,55,1.0931
1475,小菜园新徽菜(杭州拱墅吾悦店),拱墅区,餐饮服务;中餐厅;安徽菜(徽菜),4.4,55,1.0931
1476,小菜园新徽菜(杭州富阳万达店),富阳区,餐饮服务;中餐厅;中餐厅,4.4,55,1.0931
1477,小菜园新徽菜(杭州建德恒太城店),建德市,餐饮服务;餐饮相关场所;餐饮相关,4.4,55,1.0931
1478,小菜园新徽菜(杭州余杭金地店),余杭区,餐饮服务;中餐厅;安徽菜(徽菜),4.4,55,1.0931
1479,小菜园新徽菜(杭州上城七堡花园城店),上城区,餐饮服务;中餐厅;安徽菜(徽菜),4.4,55,1.0931
1480,胖东北·新派东北菜(西投银泰店),西湖区,餐饮服务;中餐厅;中餐厅,4.4,57,1.0836
1481,灶小甜鲜货烧烤,上城区,餐饮服务;中餐厅;火锅店,4.4,57,1.0836
1482,皖北地锅鸡(瓜沥店),萧山区,餐饮服务;餐饮相关场所;餐饮相关,4.4,58,1.0791
1483,绿茶餐厅(西湖银泰店),上城区,餐饮服务;中餐厅;中餐厅,4.4,59,1.0747
1484,厨创东北大厨(拱墅万达店),拱墅区,餐饮服务;中餐厅;东北菜,4.4,62,1.062
1485,钳和有龙虾·只做活虾(宝龙店),钱塘区,餐饮服务;餐饮相关场所;餐饮相关,4.4,62,1.062
1486,蛙有福·美蛙鱼头火锅自助(天虹店),上城区,餐饮服务;中餐厅;中餐厅,4.4,64,1.054
1487,古鲁特烤肉自助餐厅(西投银泰城店),西湖区,餐饮服务;中餐厅;中餐厅,4.4,64,1.054
1488,新发现·甄选(来福士店),上城区,餐饮服务;中餐厅;浙江菜|生活服务;美容美发店;美容美发店,4.4,65,1.0502
1489,绿茶餐厅(庆春银泰店),上城区,餐饮服务;中餐厅;江苏菜,4.4,65,1.0502
1490,朝天椒·现炒黄牛肉(杭州东站万象汇店),上城区,餐饮服务;中餐厅;中餐厅,4.4,65,1.0502
1491,农耕记·湖南土菜(杭州城西银泰城店),拱墅区,餐饮服务;中餐厅;中餐厅,4.4,65,1.0502
1492,皖掌柜地锅鸡(盛乐店),萧山区,餐饮服务;中餐厅;中餐厅,4.4,65,1.0502
1493,周胖烧烤·虾唠唠(原大学路胖子烧烤店),上城区,餐饮服务;中餐厅;中餐厅,4.4,65,1.0502
1494,邦小宝潮汕美食馆,余杭区,餐饮服务;餐饮相关场所;餐饮相关,4.4,67,1.0428
1495,必胜客(杭州滨江宝龙店),滨江区,餐饮服务;快餐厅;必胜客,4.4,67,1.0428
1496,湘绯·杭城拾佳湘菜(阿里店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.4,68,1.0392
1497,菲滋意式餐厅(西溪印象城店),余杭区,餐饮服务;外国餐厅;意式菜品餐厅,4.4,68,1.0392
1498,菲滋意式餐厅(萧山万象汇店),萧山区,餐饮服务;外国餐厅;西餐厅(综合风味)|餐饮服务;外国餐厅;意式菜品餐厅,4.4,68,1.0392
1499,菲滋意式餐厅(西湖银泰店),上城区,餐饮服务;外国餐厅;意式菜品餐厅,4.4,68,1.0392
1500,菲滋意式餐厅(萧山银隆店),萧山区,餐饮服务;外国餐厅;意式菜品餐厅|餐饮服务;外国餐厅;西餐厅(综合风味),4.4,68,1.0392
1501,菲滋意式餐厅(西湖文化广场店),拱墅区,餐饮服务;外国餐厅;意式菜品餐厅,4.4,68,1.0392
1502,菲滋意式餐厅(富阳东方茂店),富阳区,餐饮服务;外国餐厅;西餐厅(综合风味),4.4,68,1.0392
1503,菲滋意式餐厅(拱墅万达店),拱墅区,餐饮服务;外国餐厅;意式菜品餐厅,4.4,68,1.0392
1504,菲滋意式餐厅(杭州西投银泰店),西湖区,餐饮服务;外国餐厅;意式菜品餐厅,4.4,68,1.0392
1505,菲滋意式餐厅(杭州滨江开元广场店),滨江区,餐饮服务;外国餐厅;意式菜品餐厅,4.4,68,1.0392
1506,小菜园新徽菜(杭州西湖龙湖紫荆天街店),西湖区,餐饮服务;中餐厅;安徽菜(徽菜),4.4,69,1.0357
1507,云海肴·汽锅鸡·云南代表菜(五福天虹店),上城区,餐饮服务;中餐厅;云贵菜,4.4,70,1.0322
1508,醉爱龙虾馆(桐庐店),桐庐县,餐饮服务;中餐厅;海鲜酒楼,4.4,73,1.0223
1509,达美乐比萨(城星路店),上城区,餐饮服务;快餐厅;快餐厅,4.4,75,1.016
1510,达美乐比萨(景芳路店),上城区,餐饮服务;快餐厅;快餐厅,4.4,75,1.016
1511,达美乐比萨(上塘路店),拱墅区,餐饮服务;快餐厅;快餐厅,4.4,75,1.016
1512,达美乐比萨(体育场路店),拱墅区,餐饮服务;快餐厅;快餐厅,4.4,75,1.016
1513,豪客来牛排(杭州临平银泰城餐厅),临平区,餐饮服务;外国餐厅;西餐厅(综合风味),4.4,77,1.0099
1514,八合田鲜切牛肉烤肉自助(杭州五福天虹购物中心店),上城区,餐饮服务;中餐厅;中餐厅,4.4,78,1.007
1515,蔡澜港式点心(杭州嘉里中心店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.4,78,1.007
1516,太二酸菜鱼(杭州嘉里中心店),拱墅区,餐饮服务;中餐厅;中餐厅,4.4,80,1.0013
1517,太二酸菜鱼(杭州滨江银泰店),滨江区,餐饮服务;中餐厅;四川菜(川菜),4.4,80,1.0013
1518,Wagas沃歌斯(杭州城西银泰WA店),拱墅区,餐饮服务;外国餐厅;西餐厅(综合风味),4.4,80,1.0013
1519,李氏龙虾(九堡家苑三区店),上城区,餐饮服务;中餐厅;海鲜酒楼,4.4,80,1.0013
1520,原始烤肉·齐齐哈尔(杭州首店),萧山区,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,81,0.9985
1521,何记皖北地锅鸡(良诸店),余杭区,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,82,0.9957
1522,姐妹徽菜馆,富阳区,餐饮服务;中餐厅;安徽菜(徽菜),4.4,82,0.9957
1523,洞氮胡记羊肉馆·烧烤·烤全羊(天虹店),上城区,餐饮服务;中餐厅;火锅店,4.4,82,0.9957
1524,丫头烧烤王,上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,82,0.9957
1525,忆香缘千衢菜妈妈味(东港路店),临平区,餐饮服务;快餐厅;快餐厅,4.4,87,0.9827
1526,盱眙战友龙虾(余杭店),余杭区,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,87,0.9827
1527,钱塘串局烧烤,上城区,餐饮服务;中餐厅;中餐厅,4.4,88,0.9803
1528,玺炖·中国铁锅炖(萧山万象汇店),萧山区,餐饮服务;中餐厅;中餐厅,4.4,91,0.9731
1529,虾客行小龙虾(西湖弄店),桐庐县,餐饮服务;中餐厅;中餐厅,4.4,91,0.9731
1530,芙蓉霄·湘(杭州首店),上城区,餐饮服务;中餐厅;湖南菜(湘菜),4.4,92,0.9707
1531,望江门小龙虾(杭州旗舰店),上城区,餐饮服务;中餐厅;中餐厅,4.4,92,0.9707
1532,周记羊骨烧烤龙虾火锅(留下店),西湖区,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,95,0.964
1533,余记烤鱼·烧烤,上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,96,0.9618
1534,嘟嘟宝私房菜馆,临安区,餐饮服务;中餐厅;中餐厅,4.4,97,0.9597
1535,羊老三火锅烧烤龙虾馆(杭州下沙宝龙广场店),钱塘区,餐饮服务;中餐厅;火锅店,4.4,97,0.9597
1536,喜禄顺德小馆(来福士店),上城区,餐饮服务;中餐厅;广东菜(粤菜),4.4,99,0.9554
1537,杭州明豪voco酒店·日月西餐厅·自助餐,滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.4,99,0.9554
1538,晨旭夜食烧烤·烤鱼(建国北路店),拱墅区,餐饮服务;中餐厅;中餐厅,4.4,102,0.9494
1539,寿司郎(杭州来福士店),上城区,餐饮服务;外国餐厅;日本料理,4.4,107,0.9397
1540,戒指龙虾(富阳店),富阳区,餐饮服务;中餐厅;综合酒楼,4.4,110,0.9343
1541,新大陆龙虾工坊(白云小区店),桐庐县,餐饮服务;中餐厅;海鲜酒楼,4.4,113,0.929
1542,金湖小龙虾(滨江路店),桐庐县,餐饮服务;中餐厅;海鲜酒楼,4.4,124,0.9113
1543,亮小皖炒鸡店,上城区,餐饮服务;中餐厅;中餐厅,4.4,168,0.8577
1544,MONET莫奈·法餐厅(武林路店),拱墅区,餐饮服务;外国餐厅;西餐厅(综合风味),4.4,216,0.8179
1545,蜜雪冰城(双菱路137-1),上城区,餐饮服务;冷饮店;冷饮店,4.3,7,2.0679
1546,蜜雪冰城(双菱路店),上城区,餐饮服务;冷饮店;冷饮店,4.3,9,1.8675
1547,1点点(江干四季青店),上城区,餐饮服务;冷饮店;冷饮店,4.3,10,1.7932
1548,CoCo都可(太平门直街店),上城区,餐饮服务;冷饮店;冷饮店,4.3,12,1.6764
1549,瑞幸咖啡(采东路店),上城区,餐饮服务;咖啡厅;咖啡厅,4.3,13,1.6294
1550,瑞幸咖啡(庆春乐购店),上城区,餐饮服务;咖啡厅;咖啡厅,4.3,13,1.6294
1551,瑞幸咖啡(中纺中心店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.3,13,1.6294
1552,luckin coffee 瑞幸咖啡(尚城女装中心店),上城区,餐饮服务;咖啡厅;咖啡厅,4.3,13,1.6294
1553,瑞幸咖啡(四季青丝绸源一楼店),上城区,餐饮服务;咖啡厅;咖啡厅,4.3,13,1.6294
1554,瑞幸咖啡(中豪江河时代店),上城区,餐饮服务;咖啡厅;咖啡厅,4.3,13,1.6294
1555,瑞幸咖啡(杭州天虹购物中心店),上城区,餐饮服务;咖啡厅;咖啡厅,4.3,13,1.6294
1556,古茗(江干四季青店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.3,15,1.5509
1557,古茗(上城天阳亲子店),上城区,餐饮服务;冷饮店;冷饮店,4.3,15,1.5509
1558,古茗(奥体银泰店),滨江区,餐饮服务;冷饮店;冷饮店,4.3,15,1.5509
1559,喜茶(杭州新塘世纪联华店),上城区,餐饮服务;冷饮店;冷饮店,4.3,17,1.4877
1560,陆八仙·药果制茶·养生特饮(高德置地店),上城区,餐饮服务;休闲餐饮场所;休闲餐饮场所,4.3,18,1.4604
1561,树夏(天虹购物中心店),上城区,购物服务;服装鞋帽皮具店;品牌服装店|餐饮服务;冷饮店;冷饮店,4.3,18,1.4604
1562,幸福侯彩擂(南肖埠社区店),上城区,餐饮服务;冷饮店;冷饮店,4.3,18,1.4604
1563,茶百道(太平门直街店),上城区,餐饮服务;冷饮店;冷饮店,4.3,19,1.4354
1564,安徽饭店,临平区,餐饮服务;中餐厅;安徽菜(徽菜),4.3,20,1.4124
1565,喜茶(杭州万象城gelato lab+店),上城区,餐饮服务;冷饮店;冷饮店,4.3,20,1.4124
1566,霸王茶姬(浙江杭州上城四季青佳宝店),上城区,餐饮服务;休闲餐饮场所;休闲餐饮场所,4.3,20,1.4124
1567,KOI Thé(501城市广场店),上城区,餐饮服务;冷饮店;冷饮店,4.3,20,1.4124
1568,霸王茶姬(浙江杭州上城四季青常青店),上城区,餐饮服务;冷饮店;冷饮店,4.3,20,1.4124
1569,CHAGEE霸王茶姬(浙江杭州上城江河时代店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.3,20,1.4124
1570,塔斯汀中国汉堡(杭州市萧山望京店),萧山区,餐饮服务;快餐厅;快餐厅,4.3,20,1.4124
1571,塔斯汀中国汉堡(杭州市拱墅凤起路店),拱墅区,餐饮服务;快餐厅;快餐厅,4.3,20,1.4124
1572,肯德基(杭州砂之船奥莱店),上城区,餐饮服务;快餐厅;快餐厅,4.3,24,1.3359
1573,汕心·潮汕甜汤(杭州湖滨in77店),上城区,餐饮服务;甜品店;甜品店,4.3,25,1.3198
1574,小菜园新徽菜(良安路店),余杭区,餐饮服务;餐饮相关场所;餐饮相关,4.3,25,1.3198
1575,汉堡王(庆春广场地铁站),上城区,餐饮服务;快餐厅;快餐厅,4.3,27,1.2904
1576,肯德基(杭州经贸店),拱墅区,餐饮服务;快餐厅;快餐厅,4.3,29,1.2643
1577,三毛烤鸡(近江店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.3,30,1.2522
1578,星巴克杭州砂之船店,上城区,餐饮服务;咖啡厅;星巴克咖啡,4.3,30,1.2522
1579,星巴克杭州平安金融中心店,上城区,餐饮服务;咖啡厅;星巴克咖啡,4.3,30,1.2522
1580,星巴克(杭银大厦店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.3,30,1.2522
1581,肯德基(杭州新天水店),拱墅区,餐饮服务;快餐厅;肯德基,4.3,31,1.2407
1582,肯德基(滨江龙湖店),滨江区,餐饮服务;快餐厅;肯德基,4.3,32,1.2298
1583,星巴克(杭州天虹店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.3,33,1.2194
1584,兰湘子·湘菜小炒(杭州拱墅吾悦店),拱墅区,餐饮服务;中餐厅;湖南菜(湘菜),4.3,35,1.1999
1585,兰湘子·湘菜小炒(杭州国大店),拱墅区,餐饮服务;中餐厅;湖南菜(湘菜),4.3,37,1.1821
1586,必胜客(杭州钱江时代店),上城区,餐饮服务;快餐厅;快餐厅,4.3,38,1.1737
1587,M Stand(杭州万象城店)(装修中),上城区,餐饮服务;咖啡厅;咖啡厅,4.3,38,1.1737
1588,兰湘子·湘菜小炒(杭州临平万达店),临平区,餐饮服务;中餐厅;湖南菜(湘菜),4.3,39,1.1657
1589,兰湘子·湘菜小炒(杭州城北万象城店),余杭区,餐饮服务;中餐厅;中餐厅,4.3,42,1.1433
1590,兰湘子·湘菜小炒(杭州拱墅宝龙广场店),拱墅区,餐饮服务;中餐厅;湖南菜(湘菜),4.3,42,1.1433
1591,三浪·咖啡培训·风味研究所,上城区,餐饮服务;咖啡厅;咖啡厅,4.3,42,1.1433
1592,皖缘粗菜馆,富阳区,餐饮服务;中餐厅;中餐厅,4.3,46,1.1168
